Black_Hood	mentions	BLOOD
Black_Hooded_Iron_Helm	mentions	BLOOD
Blindfold_Cap	mentions	BLOOD
Bone_Ash_Mask	mentions	BLOOD
Bradors_Testimony	mentions	BLOOD
Butcher_Mask	mentions	BLOOD
Crown_Of_Illusions	mentions	BLOOD
Doll_Hat	mentions	BLOOD
Enlarged_Head	mentions	BLOOD
Gehrman's_Hunter_Cap	mentions	BLOOD
Gold_Ardeo	mentions	BLOOD
Graveguard_Mask	mentions	BLOOD
Grey_Wolf_Cap	mentions	BLOOD
Harrowed_Hood	mentions	BLOOD
Henryk's_Hunter_Cap	mentions	BLOOD
Hunter_Hat	mentions	BLOOD
Iron_Yahar'gul_Helm	mentions	BLOOD
Knight's_Wig	mentions	BLOOD
Madman_Hood	mentions	BLOOD
Maria_Hunter_Cap	mentions	BLOOD
Master's_Iron_Helm	mentions	BLOOD
Mensis_Cage	mentions	BLOOD
Old_Hunter_Cap	mentions	BLOOD
Tomb_Prospector_Hood	mentions	BLOOD
Top_Hat	mentions	BLOOD
White_Church_Hat	mentions	BLOOD
Yamamura_Hunter_Hat	mentions	BLOOD
Yharnam_Hunter_Cap	mentions	BLOOD
Ashen_Hunter_Garb	mentions	BLOOD
Beast_Hide_Garb	mentions	BLOOD
Black_Church_Garb	mentions	BLOOD
Butcher_Garb	mentions	BLOOD
Bone_Ash_Armor	mentions	BLOOD
Cainhurst_Armor	mentions	BLOOD
Charred_Hunter_Garb	mentions	BLOOD
Constable's_Garb	mentions	BLOOD
Crowfeather_Garb	mentions	BLOOD
Decorative_Old_Hunter_Garb	mentions	BLOOD
Foreign_Garb	mentions	BLOOD
Hunter_Garb	mentions	BLOOD
Knight's_Garb	mentions	BLOOD
Noble_Dress	mentions	BLOOD
White_Church_Garb	mentions	BLOOD
Yharnam_Hunter_Garb	mentions	BLOOD
Ashen_Hunter_Gloves	mentions	BLOOD
Cainhurst_Gauntlets	mentions	BLOOD
Charred_Hunter_Gloves	mentions	BLOOD
Crowfeather_Manchettes	mentions	BLOOD
Sullied_Bandage	mentions	BLOOD
Knight's_Gloves	mentions	BLOOD
Tomb_Prospector_Gloves	mentions	BLOOD
Bloodied_Arm_Bands	mentions	BLOOD
Old_Hunter_Gloves	mentions	BLOOD
Ashen_Hunter_Trousers	mentions	BLOOD
Cainhurst_Leggings	mentions	BLOOD
Charred_Hunter_Trousers	mentions	BLOOD
Crowfeather_Trousers	mentions	BLOOD
Foreign_Trousers	mentions	BLOOD
Knight's_Trousers/Dress	mentions	BLOOD
Tomb_Prospector's_Trousers	mentions	BLOOD
White_Church_Trousers/Dress	mentions	BLOOD
Yharnam_Hunter_Trousers	mentions	BLOOD
Gehrman's_Hunter_Trousers	mentions	BLOOD
Bloodied_Trousers	mentions	BLOOD
Constable_Trousers	mentions	BLOOD
Decorative_Old_Hunter_Trousers	mentions	BLOOD
Old_Hunter_Trousers	mentions	BLOOD
Arianna's_Shoes	mentions	IOSEFKA
Beak_Mask	mentions	EILEEN
Henryk's_Hunter_Cap	mentions	EILEEN
Crowfeather_Garb	mentions	EILEEN
Henryk's_Hunter_Garb	mentions	EILEEN
Crowfeather_Manchettes	mentions	EILEEN
Crowfeather_Trousers	mentions	EILEEN
Beak_Mask	mentions	CROW
Crown_Of_Illusions	mentions	CROW
Henryk's_Hunter_Cap	mentions	CROW
Crowfeather_Garb	mentions	CROW
Henryk's_Hunter_Garb	mentions	CROW
Crowfeather_Manchettes	mentions	CROW
Crowfeather_Trousers	mentions	CROW
Blindfold_Cap	mentions	OLD
Bone_Ash_Mask	mentions	OLD
Bradors_Testimony	mentions	OLD
Butcher_Mask	mentions	OLD
Crown_Of_Illusions	mentions	OLD
Doll_Hat	mentions	OLD
Enlarged_Head	mentions	OLD
Gold_Ardeo	mentions	OLD
Grey_Wolf_Cap	mentions	OLD
Harrowed_Hood	mentions	OLD
Henryk's_Hunter_Cap	mentions	OLD
Hunter_Hat	mentions	OLD
Madman_Hood	mentions	OLD
Maria_Hunter_Cap	mentions	OLD
Old_Hunter_Cap	mentions	OLD
Tomb_Prospector_Hood	mentions	OLD
Yamamura_Hunter_Hat	mentions	OLD
Ashen_Hunter_Garb	mentions	OLD
Beast_Hide_Garb	mentions	OLD
Butcher_Garb	mentions	OLD
Bone_Ash_Armor	mentions	OLD
Charred_Hunter_Garb	mentions	OLD
Constable's_Garb	mentions	OLD
Decorative_Old_Hunter_Garb	mentions	OLD
Henryk's_Hunter_Garb	mentions	OLD
Knight's_Garb	mentions	OLD
Madman_Garb	mentions	OLD
Noble_Dress	mentions	OLD
Sweaty_Clothes	mentions	OLD
Tomb_Prospector_Garb	mentions	OLD
Khaki_Haori	mentions	OLD
Ashen_Hunter_Gloves	mentions	OLD
Charred_Hunter_Gloves	mentions	OLD
Knight's_Gloves	mentions	OLD
Tomb_Prospector_Gloves	mentions	OLD
Madman_Manchettes	mentions	OLD
Henryk's_Hunter_Gloves	mentions	OLD
Butcher_Gloves	mentions	OLD
Old_Hunter_Gloves	mentions	OLD
Old_Hunter_Arm_Bands	mentions	OLD
Ashen_Hunter_Trousers	mentions	OLD
Charred_Hunter_Trousers	mentions	OLD
Knight's_Trousers/Dress	mentions	OLD
Tomb_Prospector's_Trousers	mentions	OLD
Bone_Ash_Leggings	mentions	OLD
Gehrman's_Hunter_Trousers	mentions	OLD
Doll_Skirt	mentions	OLD
Madman_Leggings	mentions	OLD
Henryk's_Hunter_Trousers	mentions	OLD
Butcher_Trousers	mentions	OLD
Decorative_Old_Hunter_Trousers	mentions	OLD
Old_Hunter_Trousers	mentions	OLD
Blindfold_Cap	mentions	WILLEM
Graveguard_Mask	mentions	WILLEM
Graveguard_Robe	mentions	WILLEM
Student_Uniform(A)	mentions	WILLEM
Choir_Gloves	mentions	WILLEM
Graveguard_Manchettes	mentions	WILLEM
Choir_Trousers	mentions	WILLEM
Graveguard_Kilt	mentions	WILLEM
Student_Trousers	mentions	WILLEM
Black_Church_Hat	mentions	MAN
Butcher_Mask	mentions	MAN
Doll_Hat	mentions	MAN
Enlarged_Head	mentions	MAN
Gehrman's_Hunter_Cap	mentions	MAN
Gold_Ardeo	mentions	MAN
Madman_Hood	mentions	MAN
Maria_Hunter_Cap	mentions	MAN
Top_Hat	mentions	MAN
Yharnam_Hunter_Cap	mentions	MAN
Black_Church_Garb	mentions	MAN
Cainhurst_Armor	mentions	MAN
Doll_Clothes	mentions	MAN
Executioner_Garb	mentions	MAN
Madman_Garb	mentions	MAN
Maria_Hunter_Garb	mentions	MAN
Yharnam_Hunter_Garb	mentions	MAN
Crowfeather_Manchettes	mentions	MAN
Executioner_Gauntlets	mentions	MAN
Graveguard_Manchettes	mentions	MAN
Madman_Manchettes	mentions	MAN
Maria_Hunter_Gloves	mentions	MAN
Black_Church_Trousers/Dress	mentions	MAN
Executioner_Trousers	mentions	MAN
Yharnam_Hunter_Trousers	mentions	MAN
Gehrman's_Hunter_Trousers	mentions	MAN
Doll_Skirt	mentions	MAN
Madman_Leggings	mentions	MAN
Arianna's_Shoes	mentions	MAN
Maria_Hunter_Trousers	mentions	MAN
Beak_Mask	mentions	HUNTER
Black_Church_Hat	mentions	HUNTER
Black_Hooded_Iron_Helm	mentions	HUNTER
Bone_Ash_Mask	mentions	HUNTER
Bradors_Testimony	mentions	HUNTER
Butcher_Mask	mentions	HUNTER
Enlarged_Head	mentions	HUNTER
Gehrman's_Hunter_Cap	mentions	HUNTER
Grey_Wolf_Cap	mentions	HUNTER
Harrowed_Hood	mentions	HUNTER
Henryk's_Hunter_Cap	mentions	HUNTER
Hunter_Hat	mentions	HUNTER
Iron_Yahar'gul_Helm	mentions	HUNTER
Maria_Hunter_Cap	mentions	HUNTER
Old_Hunter_Cap	mentions	HUNTER
Tomb_Prospector_Hood	mentions	HUNTER
Top_Hat	mentions	HUNTER
White_Church_Hat	mentions	HUNTER
Yamamura_Hunter_Hat	mentions	HUNTER
Yharnam_Hunter_Cap	mentions	HUNTER
Ashen_Hunter_Garb	mentions	HUNTER
Beast_Hide_Garb	mentions	HUNTER
Black_Church_Garb	mentions	HUNTER
Butcher_Garb	mentions	HUNTER
Charred_Hunter_Garb	mentions	HUNTER
Constable's_Garb	mentions	HUNTER
Crowfeather_Garb	mentions	HUNTER
Decorative_Old_Hunter_Garb	mentions	HUNTER
Gascoigne's_Garb	mentions	HUNTER
Harrowed_Garb	mentions	HUNTER
Henryk's_Hunter_Garb	mentions	HUNTER
Hunter_Garb	mentions	HUNTER
Maria_Hunter_Garb	mentions	HUNTER
Tomb_Prospector_Garb	mentions	HUNTER
White_Church_Garb	mentions	HUNTER
Khaki_Haori	mentions	HUNTER
Yahar'gul_Black_Garb	mentions	HUNTER
Yharnam_Hunter_Garb	mentions	HUNTER
Ashen_Hunter_Gloves	mentions	HUNTER
Charred_Hunter_Gloves	mentions	HUNTER
Crowfeather_Manchettes	mentions	HUNTER
Gascoigne's_Gloves	mentions	HUNTER
Hunter_Gloves	mentions	HUNTER
Tomb_Prospector_Gloves	mentions	HUNTER
Yahar'gul_Black_Gloves	mentions	HUNTER
Henryk's_Hunter_Gloves	mentions	HUNTER
Butcher_Gloves	mentions	HUNTER
Constable_Gloves	mentions	HUNTER
Harrowed_Gloves	mentions	HUNTER
Maria_Hunter_Gloves	mentions	HUNTER
Old_Hunter_Gloves	mentions	HUNTER
Old_Hunter_Arm_Bands	mentions	HUNTER
Ashen_Hunter_Trousers	mentions	HUNTER
Black_Church_Trousers/Dress	mentions	HUNTER
Charred_Hunter_Trousers	mentions	HUNTER
Crowfeather_Trousers	mentions	HUNTER
Gascoigne's_Trousers	mentions	HUNTER
Hunter_Trousers	mentions	HUNTER
Tomb_Prospector's_Trousers	mentions	HUNTER
White_Church_Trousers/Dress	mentions	HUNTER
Yharnam_Hunter_Trousers	mentions	HUNTER
Yahar'gul_Black_Trousers	mentions	HUNTER
Gehrman's_Hunter_Trousers	mentions	HUNTER
Doll_Skirt	mentions	HUNTER
Henryk's_Hunter_Trousers	mentions	HUNTER
Butcher_Trousers	mentions	HUNTER
Constable_Trousers	mentions	HUNTER
Decorative_Old_Hunter_Trousers	mentions	HUNTER
Harrowed_Trousers	mentions	HUNTER
Maria_Hunter_Trousers	mentions	HUNTER
Old_Hunter_Trousers	mentions	HUNTER
Wine_Hakama	mentions	HUNTER
Gehrman's_Hunter_Cap	mentions	GEHRMAN
Maria_Hunter_Cap	mentions	GEHRMAN
Maria_Hunter_Garb	mentions	GEHRMAN
Maria_Hunter_Gloves	mentions	GEHRMAN
Gehrman's_Hunter_Trousers	mentions	GEHRMAN
Maria_Hunter_Trousers	mentions	GEHRMAN
Doll_Hat	mentions	DOLL
Doll_Clothes	mentions	DOLL
Doll_Skirt	mentions	DOLL
Grey_Wolf_Cap	mentions	RETIRED
Ashen_Hunter_Garb	mentions	RETIRED
Ashen_Hunter_Gloves	mentions	RETIRED
Ashen_Hunter_Trousers	mentions	RETIRED
Grey_Wolf_Cap	mentions	DJURA
Ashen_Hunter_Garb	mentions	DJURA
Ashen_Hunter_Gloves	mentions	DJURA
Charred_Hunter_Gloves	mentions	DJURA
Ashen_Hunter_Trousers	mentions	DJURA
Black_Church_Hat	mentions	HEALING
Blindfold_Cap	mentions	HEALING
Bradors_Testimony	mentions	HEALING
Madman_Hood	mentions	HEALING
Tomb_Prospector_Hood	mentions	HEALING
Yharnam_Hunter_Cap	mentions	HEALING
Black_Church_Garb	mentions	HEALING
Choir_Garb	mentions	HEALING
Gascoigne's_Garb	mentions	HEALING
Madman_Garb	mentions	HEALING
Student_Uniform(A)	mentions	HEALING
Tomb_Prospector_Garb	mentions	HEALING
Yharnam_Hunter_Garb	mentions	HEALING
Choir_Gloves	mentions	HEALING
Gascoigne's_Gloves	mentions	HEALING
Tomb_Prospector_Gloves	mentions	HEALING
Madman_Manchettes	mentions	HEALING
Black_Church_Trousers/Dress	mentions	HEALING
Choir_Trousers	mentions	HEALING
Gascoigne's_Trousers	mentions	HEALING
Student_Trousers	mentions	HEALING
Tomb_Prospector's_Trousers	mentions	HEALING
Yharnam_Hunter_Trousers	mentions	HEALING
Madman_Leggings	mentions	HEALING
Black_Church_Hat	mentions	CHURCH
Blindfold_Cap	mentions	CHURCH
Bradors_Testimony	mentions	CHURCH
Butcher_Mask	mentions	CHURCH
Harrowed_Hood	mentions	CHURCH
Madman_Hood	mentions	CHURCH
Tomb_Prospector_Hood	mentions	CHURCH
White_Church_Hat	mentions	CHURCH
Yharnam_Hunter_Cap	mentions	CHURCH
Black_Church_Garb	mentions	CHURCH
Choir_Garb	mentions	CHURCH
Executioner_Garb	mentions	CHURCH
Gascoigne's_Garb	mentions	CHURCH
Harrowed_Garb	mentions	CHURCH
Madman_Garb	mentions	CHURCH
Student_Uniform(A)	mentions	CHURCH
Tomb_Prospector_Garb	mentions	CHURCH
White_Church_Garb	mentions	CHURCH
Yharnam_Hunter_Garb	mentions	CHURCH
Surgical_Long_Gloves	mentions	CHURCH
Choir_Gloves	mentions	CHURCH
Executioner_Gauntlets	mentions	CHURCH
Gascoigne's_Gloves	mentions	CHURCH
Tomb_Prospector_Gloves	mentions	CHURCH
Madman_Manchettes	mentions	CHURCH
Harrowed_Gloves	mentions	CHURCH
Black_Church_Trousers/Dress	mentions	CHURCH
Choir_Trousers	mentions	CHURCH
Executioner_Trousers	mentions	CHURCH
Gascoigne's_Trousers	mentions	CHURCH
Student_Trousers	mentions	CHURCH
Tomb_Prospector's_Trousers	mentions	CHURCH
White_Church_Trousers/Dress	mentions	CHURCH
Yharnam_Hunter_Trousers	mentions	CHURCH
Madman_Leggings	mentions	CHURCH
Harrowed_Trousers	mentions	CHURCH
Harrowed_Hood	mentions	BEGGAR
Harrowed_Garb	mentions	BEGGAR
Harrowed_Gloves	mentions	BEGGAR
Harrowed_Trousers	mentions	BEGGAR
Master's_Iron_Helm	mentions	VALTR
Butcher_Mask	mentions	YOUNG
Cainhurst_Armor	mentions	YOUNG
Butcher_Mask	mentions	OLDER
Butcher_Garb	mentions	OLDER
Butcher_Gloves	mentions	OLDER
Butcher_Trousers	mentions	OLDER
Old_Hunter_Trousers	mentions	OLDER
Constable_Gloves	mentions	SIMON
Bradors_Testimony	mentions	HARROWED
Harrowed_Hood	mentions	HARROWED
Harrowed_Garb	mentions	HARROWED
Harrowed_Gloves	mentions	HARROWED
Harrowed_Trousers	mentions	HARROWED
Bradors_Testimony	mentions	BRADOR
Harrowed_Hood	mentions	BRADOR
Beast_Hide_Garb	mentions	BRADOR
Bloodied_Arm_Bands	mentions	BRADOR
Bloodied_Trousers	mentions	BRADOR
Beak_Mask	mentions	BEAST
Black_Hood	mentions	BEAST
Bradors_Testimony	mentions	BEAST
Gehrman's_Hunter_Cap	mentions	BEAST
Grey_Wolf_Cap	mentions	BEAST
Harrowed_Hood	mentions	BEAST
Hunter_Hat	mentions	BEAST
Knight's_Wig	mentions	BEAST
White_Church_Hat	mentions	BEAST
Yharnam_Hunter_Cap	mentions	BEAST
Ashen_Hunter_Garb	mentions	BEAST
Beast_Hide_Garb	mentions	BEAST
Butcher_Garb	mentions	BEAST
Charred_Hunter_Garb	mentions	BEAST
Constable's_Garb	mentions	BEAST
Crowfeather_Garb	mentions	BEAST
Decorative_Old_Hunter_Garb	mentions	BEAST
Foreign_Garb	mentions	BEAST
Hunter_Garb	mentions	BEAST
Knight's_Garb	mentions	BEAST
White_Church_Garb	mentions	BEAST
Khaki_Haori	mentions	BEAST
Yharnam_Hunter_Garb	mentions	BEAST
Charred_Hunter_Gloves	mentions	BEAST
Crowfeather_Manchettes	mentions	BEAST
Sullied_Bandage	mentions	BEAST
Gascoigne's_Gloves	mentions	BEAST
Hunter_Gloves	mentions	BEAST
Knight's_Gloves	mentions	BEAST
Butcher_Gloves	mentions	BEAST
Bloodied_Arm_Bands	mentions	BEAST
Old_Hunter_Gloves	mentions	BEAST
Charred_Hunter_Trousers	mentions	BEAST
Crowfeather_Trousers	mentions	BEAST
Foreign_Trousers	mentions	BEAST
Gascoigne's_Trousers	mentions	BEAST
Hunter_Trousers	mentions	BEAST
Knight's_Trousers/Dress	mentions	BEAST
White_Church_Trousers/Dress	mentions	BEAST
Yharnam_Hunter_Trousers	mentions	BEAST
Gehrman's_Hunter_Trousers	mentions	BEAST
Butcher_Trousers	mentions	BEAST
Bloodied_Trousers	mentions	BEAST
Constable_Trousers	mentions	BEAST
Decorative_Old_Hunter_Trousers	mentions	BEAST
Old_Hunter_Trousers	mentions	BEAST
Wine_Hakama	mentions	BEAST
Blindfold_Cap	mentions	CLERIC
Bradors_Testimony	mentions	CLERIC
Beast_Hide_Garb	mentions	CLERIC
Choir_Garb	mentions	CLERIC
Gascoigne's_Garb	mentions	CLERIC
Choir_Gloves	mentions	CLERIC
Gascoigne's_Gloves	mentions	CLERIC
Choir_Trousers	mentions	CLERIC
Gascoigne's_Trousers	mentions	CLERIC
Foreign_Garb	mentions	FAR
Foreign_Trousers	mentions	FAR
Henryk's_Hunter_Cap	mentions	GASCOIGNE
Gascoigne's_Garb	mentions	GASCOIGNE
Henryk's_Hunter_Garb	mentions	GASCOIGNE
Gascoigne's_Gloves	mentions	GASCOIGNE
Henryk's_Hunter_Gloves	mentions	GASCOIGNE
Gascoigne's_Trousers	mentions	GASCOIGNE
Henryk's_Hunter_Trousers	mentions	GASCOIGNE
Beak_Mask	mentions	FIRST
Black_Church_Hat	mentions	FIRST
Gehrman's_Hunter_Cap	mentions	FIRST
Harrowed_Hood	mentions	FIRST
Maria_Hunter_Cap	mentions	FIRST
Yharnam_Hunter_Cap	mentions	FIRST
Crowfeather_Garb	mentions	FIRST
Executioner_Garb	mentions	FIRST
Harrowed_Garb	mentions	FIRST
Maria_Hunter_Garb	mentions	FIRST
Noble_Dress	mentions	FIRST
Yharnam_Hunter_Garb	mentions	FIRST
Crowfeather_Manchettes	mentions	FIRST
Constable_Gloves	mentions	FIRST
Harrowed_Gloves	mentions	FIRST
Maria_Hunter_Gloves	mentions	FIRST
Crowfeather_Trousers	mentions	FIRST
Yharnam_Hunter_Trousers	mentions	FIRST
Gehrman's_Hunter_Trousers	mentions	FIRST
Harrowed_Trousers	mentions	FIRST
Maria_Hunter_Trousers	mentions	FIRST
Surgical_Long_Gloves	mentions	HOST
Black_Hood	mentions	NIGHTMARE
Bradors_Testimony	mentions	NIGHTMARE
Butcher_Mask	mentions	NIGHTMARE
Mensis_Cage	mentions	NIGHTMARE
Old_Hunter_Cap	mentions	NIGHTMARE
Butcher_Garb	mentions	NIGHTMARE
Constable's_Garb	mentions	NIGHTMARE
Foreign_Garb	mentions	NIGHTMARE
Sullied_Bandage	mentions	NIGHTMARE
Butcher_Gloves	mentions	NIGHTMARE
Constable_Gloves	mentions	NIGHTMARE
Old_Hunter_Gloves	mentions	NIGHTMARE
Foreign_Trousers	mentions	NIGHTMARE
Butcher_Trousers	mentions	NIGHTMARE
Constable_Trousers	mentions	NIGHTMARE
Old_Hunter_Trousers	mentions	NIGHTMARE
Wine_Hakama	mentions	NIGHTMARE
Crown_Of_Illusions	mentions	MARTYR
Gold_Ardeo	mentions	MARTYR
Executioner_Garb	mentions	MARTYR
Executioner_Gauntlets	mentions	MARTYR
Executioner_Trousers	mentions	MARTYR
Crown_Of_Illusions	mentions	LOGARIUS
Gold_Ardeo	mentions	LOGARIUS
Executioner_Garb	mentions	LOGARIUS
Executioner_Gauntlets	mentions	LOGARIUS
Executioner_Trousers	mentions	LOGARIUS
Bone_Ash_Mask	mentions	ONE
Butcher_Mask	mentions	ONE
Crown_Of_Illusions	mentions	ONE
Doll_Hat	mentions	ONE
Enlarged_Head	mentions	ONE
Gold_Ardeo	mentions	ONE
Graveguard_Mask	mentions	ONE
Harrowed_Hood	mentions	ONE
Hunter_Hat	mentions	ONE
Master's_Iron_Helm	mentions	ONE
Mensis_Cage	mentions	ONE
Tomb_Prospector_Hood	mentions	ONE
Top_Hat	mentions	ONE
White_Church_Hat	mentions	ONE
Beast_Hide_Garb	mentions	ONE
Bone_Ash_Armor	mentions	ONE
Cainhurst_Armor	mentions	ONE
Charred_Hunter_Garb	mentions	ONE
Choir_Garb	mentions	ONE
Constable's_Garb	mentions	ONE
Decorative_Old_Hunter_Garb	mentions	ONE
Doll_Clothes	mentions	ONE
Executioner_Garb	mentions	ONE
Graveguard_Robe	mentions	ONE
Harrowed_Garb	mentions	ONE
Hunter_Garb	mentions	ONE
Student_Uniform(A)	mentions	ONE
Tomb_Prospector_Garb	mentions	ONE
White_Church_Garb	mentions	ONE
Surgical_Long_Gloves	mentions	ONE
Cainhurst_Gauntlets	mentions	ONE
Charred_Hunter_Gloves	mentions	ONE
Executioner_Gauntlets	mentions	ONE
Graveguard_Manchettes	mentions	ONE
Hunter_Gloves	mentions	ONE
Tomb_Prospector_Gloves	mentions	ONE
Harrowed_Gloves	mentions	ONE
Cainhurst_Leggings	mentions	ONE
Charred_Hunter_Trousers	mentions	ONE
Executioner_Trousers	mentions	ONE
Graveguard_Kilt	mentions	ONE
Hunter_Trousers	mentions	ONE
Student_Trousers	mentions	ONE
Tomb_Prospector's_Trousers	mentions	ONE
White_Church_Trousers/Dress	mentions	ONE
Bone_Ash_Leggings	mentions	ONE
Doll_Skirt	mentions	ONE
Arianna's_Shoes	mentions	ONE
Constable_Trousers	mentions	ONE
Harrowed_Trousers	mentions	ONE
Black_Hooded_Iron_Helm	mentions	SHADOW
Beak_Mask	mentions	YHARNAM
Black_Church_Hat	mentions	YHARNAM
Grey_Wolf_Cap	mentions	YHARNAM
Hunter_Hat	mentions	YHARNAM
Yharnam_Hunter_Cap	mentions	YHARNAM
Ashen_Hunter_Garb	mentions	YHARNAM
Black_Church_Garb	mentions	YHARNAM
Charred_Hunter_Garb	mentions	YHARNAM
Crowfeather_Garb	mentions	YHARNAM
Foreign_Garb	mentions	YHARNAM
Henryk's_Hunter_Garb	mentions	YHARNAM
Hunter_Garb	mentions	YHARNAM
Sweaty_Clothes	mentions	YHARNAM
Yharnam_Hunter_Garb	mentions	YHARNAM
Ashen_Hunter_Gloves	mentions	YHARNAM
Charred_Hunter_Gloves	mentions	YHARNAM
Crowfeather_Manchettes	mentions	YHARNAM
Hunter_Gloves	mentions	YHARNAM
Ashen_Hunter_Trousers	mentions	YHARNAM
Black_Church_Trousers/Dress	mentions	YHARNAM
Charred_Hunter_Trousers	mentions	YHARNAM
Crowfeather_Trousers	mentions	YHARNAM
Foreign_Trousers	mentions	YHARNAM
Hunter_Trousers	mentions	YHARNAM
Yharnam_Hunter_Trousers	mentions	YHARNAM
Henryk's_Hunter_Cap	mentions	VICAR
Henryk's_Hunter_Cap	mentions	AMELIA
Arianna's_Shoes	mentions	CELESTIAL
Mensis_Cage	mentions	MOON
Beak_Mask	mentions	ROM
Black_Church_Hat	mentions	ROM
Bone_Ash_Mask	mentions	ROM
Butcher_Mask	mentions	ROM
Crown_Of_Illusions	mentions	ROM
Enlarged_Head	mentions	ROM
Gold_Ardeo	mentions	ROM
Graveguard_Mask	mentions	ROM
Grey_Wolf_Cap	mentions	ROM
Harrowed_Hood	mentions	ROM
Henryk's_Hunter_Cap	mentions	ROM
Hunter_Hat	mentions	ROM
Maria_Hunter_Cap	mentions	ROM
Master's_Iron_Helm	mentions	ROM
Mensis_Cage	mentions	ROM
Tomb_Prospector_Hood	mentions	ROM
Top_Hat	mentions	ROM
Yamamura_Hunter_Hat	mentions	ROM
Yharnam_Hunter_Cap	mentions	ROM
Beast_Hide_Garb	mentions	ROM
Cainhurst_Armor	mentions	ROM
Crowfeather_Garb	mentions	ROM
Foreign_Garb	mentions	ROM
Gascoigne's_Garb	mentions	ROM
Harrowed_Garb	mentions	ROM
Henryk's_Hunter_Garb	mentions	ROM
Knight's_Garb	mentions	ROM
Maria_Hunter_Garb	mentions	ROM
Student_Uniform(A)	mentions	ROM
Tomb_Prospector_Garb	mentions	ROM
Khaki_Haori	mentions	ROM
Yahar'gul_Black_Garb	mentions	ROM
Yharnam_Hunter_Garb	mentions	ROM
Surgical_Long_Gloves	mentions	ROM
Cainhurst_Gauntlets	mentions	ROM
Crowfeather_Manchettes	mentions	ROM
Gascoigne's_Gloves	mentions	ROM
Tomb_Prospector_Gloves	mentions	ROM
Yahar'gul_Black_Gloves	mentions	ROM
Madman_Manchettes	mentions	ROM
Bloodied_Arm_Bands	mentions	ROM
Constable_Gloves	mentions	ROM
Maria_Hunter_Gloves	mentions	ROM
Old_Hunter_Arm_Bands	mentions	ROM
Cainhurst_Leggings	mentions	ROM
Crowfeather_Trousers	mentions	ROM
Foreign_Trousers	mentions	ROM
Gascoigne's_Trousers	mentions	ROM
Student_Trousers	mentions	ROM
Tomb_Prospector's_Trousers	mentions	ROM
Yharnam_Hunter_Trousers	mentions	ROM
Yahar'gul_Black_Trousers	mentions	ROM
Bone_Ash_Leggings	mentions	ROM
Gehrman's_Hunter_Trousers	mentions	ROM
Henryk's_Hunter_Trousers	mentions	ROM
Bloodied_Trousers	mentions	ROM
Maria_Hunter_Trousers	mentions	ROM
Old_Hunter_Trousers	mentions	ROM
Maria_Hunter_Cap	mentions	UNDEAD
Maria_Hunter_Garb	mentions	UNDEAD
Maria_Hunter_Gloves	mentions	UNDEAD
Maria_Hunter_Trousers	mentions	UNDEAD
Butcher_Mask	mentions	GIANT
Graveguard_Mask	mentions	WATCHER
Graveguard_Robe	mentions	WATCHER
Graveguard_Manchettes	mentions	WATCHER
Graveguard_Kilt	mentions	WATCHER
Bone_Ash_Leggings	mentions	LORDS
Bone_Ash_Mask	mentions	SOUL
Crown_Of_Illusions	mentions	SOUL
Gold_Ardeo	mentions	SOUL
Graveguard_Mask	mentions	SOUL
Grey_Wolf_Cap	mentions	SOUL
Madman_Hood	mentions	SOUL
